,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Total_Working_Days,Avg_Daily_Hours,Median_Daily_Hours,Std_Daily_Hours,Overtime_Days_8.5h,Overtime_Days_10h,Late_Arrival_Rate,Absence_Rate,Very_Early_Start_Rate,Early_Leave_Rate,Friday_Evening_Presence_Rate,Monday_Morning_Presence_Rate,Attrition_Num,Young_Stagnation,Avg_Work_Hours,Work_Intensity,Overtime_Flag,Distance_Bin,Age_Group,LongHours,Is_Young,LowIncome
2738,35,No,2,Research & Development,15,3,Medical,2739,Male,3,Manufacturing Director,Married,65490,1.0,20,0,9.0,3,9,1,8,3,4,2.0,1.0,2.0,230,6.477757246376812,6.473194444444444,0.2968262868552321,0,0,0.028112449799196786,0.12449799196787148,0.0,0.4899598393574297,0.0,0.007662835249042145,0,0,8.223002267573696,1.027875283446712,0,Loin (11-20km),36-45,0,0,0
2739,35,No,1,Human Resources,3,2,Life Sciences,2740,Female,1,Laboratory Technician,Married,63880,3.0,13,0,4.0,6,2,2,2,2,3,3.0,1.0,3.0,245,8.797342403628118,8.796666666666667,0.30727093535739625,198,0,0.024096385542168676,0.0642570281124498,0.0,0.0,0.18007662835249041,0.0038314176245210726,0,0,6.477757246376812,0.8097196557971015,0,Proche (3-10km),36-45,0,0,0
2740,31,No,1,Sales,10,2,Life Sciences,2741,Female,2,Research Scientist,Divorced,112440,3.0,12,1,10.0,3,7,1,7,3,3,4.0,4.0,2.0,227,6.079943710230054,6.1097222222222225,0.30221320526705114,0,0,0.028112449799196786,0.13654618473895583,0.0,0.7831325301204819,0.0,0.007662835249042145,0,0,8.797342403628118,1.0996678004535148,1,Proche (3-10km),26-35,0,0,0
2741,37,No,1,Sales,4,3,Marketing,2742,Male,4,Human Resources,Divorced,160320,1.0,13,0,7.0,2,7,0,7,3,3,1.0,3.0,4.0,234,7.4127754036087365,7.430416666666666,0.30471433601324,0,0,0.024096385542168676,0.10843373493975904,0.0,0.008032128514056224,0.01532567049808429,0.01532567049808429,0,0,6.079943710230054,0.7599929637787568,0,Proche (3-10km),36-45,0,0,0
2742,32,No,1,Research & Development,21,3,Other,2743,Male,2,Sales Executive,Married,23620,1.0,11,0,9.0,2,9,7,8,3,3,1.0,4.0,3.0,234,8.112133190883192,8.085,0.2929374212199588,21,0,0.04417670682730924,0.10843373493975904,0.0,0.0,0.11877394636015326,0.007662835249042145,0,0,7.4127754036087365,0.9265969254510921,0,Très loin (>20km),26-35,0,0,1
2743,38,No,2,Research & Development,25,3,Medical,2744,Male,2,Manufacturing Director,Single,163280,1.0,17,3,10.0,2,10,9,9,3,3,4.0,4.0,3.0,228,6.184593079922028,6.18625,0.3195705228645111,0,0,0.01606425702811245,0.13253012048192772,0.0,0.6987951807228916,0.0,0.0,0,0,8.112133190883192,1.014016648860399,0,Très loin (>20km),36-45,0,0,0
2744,50,No,1,Sales,2,4,Marketing,2745,Female,4,Research Scientist,Divorced,83760,5.0,14,3,29.0,2,27,13,8,3,3,2.0,3.0,2.0,245,9.529191609977326,9.511388888888888,0.31066023715052565,245,14,0.040160642570281124,0.0642570281124498,0.0,0.0,0.1839080459770115,0.011494252873563218,0,0,6.184593079922028,0.7730741349902535,0,Très proche (0-2km),>45,0,0,0
2745,59,No,1,Research & Development,1,3,Technical Degree,2746,Male,1,Laboratory Technician,Single,166060,7.0,11,0,28.0,6,21,7,9,3,3,1.0,1.0,2.0,240,6.903471064814815,6.901805555555555,0.3111525757695493,0,0,0.028112449799196786,0.08433734939759036,0.0,0.14859437751004015,0.0038314176245210726,0.0038314176245210726,0,0,9.529191609977326,1.1911489512471658,1,Très proche (0-2km),>45,1,0,0
2746,36,No,1,Sales,1,2,Marketing,2747,Female,2,Sales Executive,Divorced,86060,1.0,14,2,17.0,3,17,12,8,3,3,3.0,3.0,3.0,238,6.004394257703082,6.02125,0.28673134586668875,0,0,0.020080321285140562,0.09236947791164658,0.0,0.8514056224899599,0.0,0.011494252873563218,0,0,6.903471064814815,0.8629338831018519,0,Très proche (0-2km),36-45,0,0,0
2747,55,No,1,Research & Development,7,3,Medical,2748,Male,3,Research Scientist,Divorced,22720,2.0,17,1,21.0,2,5,0,2,3,3,4.0,3.0,3.0,230,8.11756763285024,8.12861111111111,0.285936280608372,18,0,0.01606425702811245,0.12449799196787148,0.0,0.0,0.08045977011494253,0.0038314176245210726,0,0,6.004394257703082,0.7505492822128853,0,Proche (3-10km),>45,0,0,1
2748,36,No,2,Research & Development,3,3,Life Sciences,2749,Female,2,Laboratory Technician,Single,20180,1.0,13,0,6.0,5,6,0,3,3,3,2.0,2.0,3.0,240,7.211824074074074,7.192083333333333,0.28850902978635623,0,0,0.0321285140562249,0.08433734939759036,0.0,0.03614457831325301,0.007662835249042145,0.0038314176245210726,0,0,8.11756763285024,1.01469595410628,0,Proche (3-10km),36-45,0,0,1
2749,45,No,1,Research & Development,1,2,Medical,2750,Female,1,Sales Executive,Divorced,70830,2.0,12,1,25.0,5,1,0,0,3,3,2.0,1.0,3.0,238,6.77077147525677,6.785833333333334,0.28921525976047074,0,0,0.028112449799196786,0.09236947791164658,0.0,0.24497991967871485,0.0,0.01532567049808429,0,0,7.211824074074074,0.9014780092592592,0,Très proche (0-2km),>45,0,0,0
2750,35,No,2,Human Resources,9,3,Other,2751,Female,2,Sales Representative,Married,40840,4.0,13,1,5.0,3,3,1,2,3,3,2.0,1.0,2.0,233,6.08270863137816,6.067222222222222,0.3034345641314795,0,0,0.04417670682730924,0.11244979919678715,0.0,0.7871485943775101,0.0,0.0038314176245210726,0,0,6.77077147525677,0.8463464344070962,0,Proche (3-10km),36-45,0,0,1
2751,36,Yes,1,Sales,7,2,Life Sciences,2752,Male,4,Laboratory Technician,Married,144110,0.0,18,3,2.0,2,1,0,0,4,3,4.0,3.0,2.0,240,8.87298726851852,8.866944444444446,0.26294000073145235,221,0,0.0321285140562249,0.08433734939759036,0.0,0.0,0.18007662835249041,0.007662835249042145,1,0,6.08270863137816,0.76033857892227,0,Proche (3-10km),36-45,0,0,0
2752,59,No,2,Research & Development,10,4,Life Sciences,2753,Male,3,Research Scientist,Single,23080,7.0,19,1,20.0,4,4,1,3,2,3,1.0,3.0,2.0,236,6.809138418079097,6.8069444444444445,0.29521156013081645,0,0,0.0321285140562249,0.10040160642570281,0.0,0.2248995983935743,0.0,0.0038314176245210726,0,0,8.87298726851852,1.109123408564815,1,Proche (3-10km),>45,0,0,1
2753,29,No,1,Research & Development,28,4,Life Sciences,2754,Female,1,Sales Representative,Married,48410,0.0,11,0,6.0,3,5,0,4,3,3,3.0,2.0,3.0,242,7.797563131313131,7.788055555555555,0.2859043533663993,4,0,0.028112449799196786,0.07630522088353414,0.0,0.0,0.08045977011494253,0.011494252873563218,0,0,6.809138418079097,0.8511423022598871,0,Très loin (>20km),26-35,0,1,1
2754,31,No,1,Research & Development,3,2,Medical,2755,Female,3,Sales Executive,Single,42850,1.0,21,1,1.0,2,1,1,0,1,4,3.0,2.0,3.0,239,6.30899930264993,6.297777777777778,0.3184914097358936,0,0,0.04417670682730924,0.08835341365461848,0.0,0.6345381526104418,0.0,0.0038314176245210726,0,0,7.797563131313131,0.9746953914141414,0,Proche (3-10km),26-35,0,0,1
2755,32,No,1,Sales,3,4,Life Sciences,2756,Male,2,Manufacturing Director,Married,97150,1.0,15,1,10.0,1,10,0,9,2,3,2.0,2.0,3.0,235,7.5021654846335695,7.516944444444444,0.29990525470257595,0,0,0.020080321285140562,0.10441767068273092,0.0,0.012048192771084338,0.01532567049808429,0.01532567049808429,0,0,6.30899930264993,0.7886249128312413,0,Proche (3-10km),26-35,0,0,0
2756,36,No,1,Research & Development,2,3,Life Sciences,2757,Male,2,Sales Representative,Married,43200,3.0,17,0,5.0,2,1,0,0,3,3,2.0,4.0,3.0,236,7.192458804143127,7.201388888888889,0.3218710943562647,0,0,0.04417670682730924,0.10040160642570281,0.0,0.0642570281124498,0.007662835249042145,0.011494252873563218,0,0,7.5021654846335695,0.9377706855791962,0,Très proche (0-2km),36-45,0,0,1
2757,31,No,1,Research & Development,27,3,Medical,2758,Female,2,Research Director,Single,21320,1.0,18,0,11.0,3,11,1,8,3,3,3.0,4.0,3.0,243,6.103305898491084,6.088333333333333,0.33089643628332543,0,0,0.04819277108433735,0.07228915662650602,0.0,0.7911646586345381,0.0,0.011494252873563218,0,0,7.192458804143127,0.8990573505178909,0,Très loin (>20km),26-35,0,0,1
2758,35,No,1,Research & Development,2,4,Medical,2759,Male,2,Healthcare Representative,Single,101240,0.0,14,1,16.0,2,15,2,8,4,3,3.0,1.0,3.0,227,6.036447626040137,6.048611111111111,0.2982581618190141,0,0,0.028112449799196786,0.13654618473895583,0.0,0.8032128514056225,0.0,0.0038314176245210726,0,0,6.103305898491084,0.7629132373113855,0,Très proche (0-2km),36-45,0,0,0
2759,45,No,1,Human Resources,14,3,Human Resources,2760,Female,1,Sales Executive,Married,54730,4.0,13,0,17.0,3,0,0,0,1,3,4.0,1.0,4.0,229,8.942251334303736,8.934444444444445,0.3004873382928232,212,0,0.020080321285140562,0.1285140562248996,0.0,0.0,0.16091954022988506,0.0038314176245210726,0,0,6.036447626040137,0.7545559532550171,0,Loin (11-20km),>45,0,0,0
2760,37,No,1,Research & Development,1,3,Life Sciences,2761,Female,3,Sales Executive,Single,52070,4.0,17,3,16.0,3,5,0,2,3,3,1.0,3.0,4.0,228,6.592121101364523,6.611388888888889,0.2950089821127644,0,0,0.03614457831325301,0.13253012048192772,0.0,0.3493975903614458,0.0,0.007662835249042145,0,0,8.942251334303736,1.117781416787967,1,Très proche (0-2km),36-45,0,0,0
2761,46,No,1,Research & Development,9,3,Medical,2762,Male,3,Manager,Divorced,164370,8.0,15,1,16.0,0,4,0,2,3,3,2.0,2.0,3.0,233,10.291692894611352,10.32,0.3002553235831032,233,191,0.024096385542168676,0.11244979919678715,0.0,0.0,0.1724137931034483,0.0038314176245210726,0,0,6.592121101364523,0.8240151376705653,0,Proche (3-10km),>45,0,0,0
2762,30,No,1,Sales,18,3,Life Sciences,2763,Male,4,Human Resources,Married,22960,1.0,18,1,10.0,2,10,3,0,3,3,4.0,4.0,2.0,231,9.193685666185665,9.175277777777778,0.29594689444474775,231,0,0.0321285140562249,0.12048192771084337,0.0,0.0,0.1839080459770115,0.0038314176245210726,0,0,10.291692894611352,1.286461611826419,1,Loin (11-20km),26-35,1,0,1
2763,35,No,1,Research & Development,20,4,Life Sciences,2764,Female,3,Human Resources,Single,40690,1.0,13,0,6.0,5,6,0,4,3,3,2.0,3.0,3.0,232,7.903942768199234,7.918333333333333,0.29279051230319547,3,0,0.012048192771084338,0.11646586345381527,0.0,0.0,0.07662835249042145,0.0,0,0,9.193685666185665,1.1492107082732081,1,Loin (11-20km),36-45,1,0,1
2764,55,No,1,Research & Development,2,3,Life Sciences,2765,Female,2,Laboratory Technician,Married,74410,3.0,12,1,24.0,4,1,1,0,3,3,1.0,4.0,3.0,228,6.689085038986354,6.675694444444444,0.32143099627207244,0,0,0.028112449799196786,0.13253012048192772,0.0,0.30522088353413657,0.0038314176245210726,0.0038314176245210726,0,0,7.903942768199234,0.9879928460249042,0,Très proche (0-2km),>45,0,0,0
2765,38,No,0,Sales,11,1,Marketing,2766,Male,2,Laboratory Technician,Divorced,24300,7.0,13,2,17.0,2,13,1,9,4,3,2.0,4.0,3.0,240,8.799516203703702,8.761944444444445,0.3033601277536145,203,0,0.020080321285140562,0.08433734939759036,0.0,0.0,0.1685823754789272,0.011494252873563218,0,0,6.689085038986354,0.8361356298732943,0,Loin (11-20km),36-45,0,0,1
2766,34,No,1,Research & Development,8,2,Medical,2767,Male,1,Research Scientist,Married,58780,1.0,14,0,5.0,1,5,1,3,3,3,1.0,2.0,3.0,227,7.969375917767987,7.960277777777778,0.3121066891150925,11,0,0.0321285140562249,0.13654618473895583,0.0,0.0,0.08812260536398467,0.0,0,0,8.799516203703702,1.0999395254629627,1,Proche (3-10km),26-35,0,0,0
2767,56,No,1,Human Resources,2,1,Medical,2768,Male,2,Sales Executive,Single,26440,4.0,11,1,37.0,2,6,0,2,3,3,4.0,4.0,2.0,237,6.303037974683544,6.315,0.3066765049252668,0,0,0.028112449799196786,0.0963855421686747,0.0,0.6104417670682731,0.0,0.007662835249042145,0,0,7.969375917767987,0.9961719897209984,0,Très proche (0-2km),>45,0,0,1
2768,23,No,1,Research & Development,10,3,Medical,2769,Male,2,Laboratory Technician,Divorced,64390,3.0,22,3,3.0,2,0,0,0,3,4,3.0,1.0,3.0,242,6.400710514233242,6.411111111111111,0.31113076738957235,0,0,0.028112449799196786,0.07630522088353414,0.0,0.5783132530120482,0.0,0.0038314176245210726,0,0,6.303037974683544,0.787879746835443,0,Proche (3-10km),<25,0,1,0
2769,51,No,1,Research & Development,29,4,Life Sciences,2770,Female,5,Manufacturing Director,Married,24510,3.0,17,0,10.0,2,4,0,3,2,3,4.0,4.0,3.0,242,6.680548668503214,6.661111111111111,0.3075293847371866,0,0,0.03614457831325301,0.07630522088353414,0.0,0.3293172690763052,0.0,0.0,0,0,6.400710514233242,0.8000888142791552,0,Très loin (>20km),>45,0,0,1
2770,30,No,1,Sales,8,2,Technical Degree,2771,Male,1,Sales Representative,Married,63920,1.0,21,1,11.0,2,11,10,8,4,4,3.0,4.0,3.0,242,7.580297291092746,7.581666666666667,0.28447333227939736,0,0,0.020080321285140562,0.07630522088353414,0.0,0.0,0.04597701149425287,0.0,0,0,6.680548668503214,0.8350685835629017,0,Proche (3-10km),26-35,0,0,0
2771,46,Yes,1,Sales,1,2,Medical,2772,Female,2,Research Scientist,Single,97140,1.0,22,0,9.0,0,9,4,7,3,4,3.0,4.0,3.0,235,6.212327423167848,6.229444444444445,0.29571250876179184,0,0,0.04819277108433735,0.10441767068273092,0.0,0.7188755020080321,0.0,0.0038314176245210726,1,0,7.580297291092746,0.9475371613865933,0,Très proche (0-2km),>45,0,0,0
2772,40,No,2,Research & Development,6,3,Medical,2773,Male,1,Healthcare Representative,Married,60770,1.0,16,2,22.0,2,22,11,11,2,3,3.0,2.0,2.0,240,7.393092592592593,7.399444444444445,0.2870588423704697,0,0,0.0642570281124498,0.08433734939759036,0.0,0.012048192771084338,0.01532567049808429,0.007662835249042145,0,0,6.212327423167848,0.776540927895981,0,Proche (3-10km),36-45,0,0,0
2773,51,No,1,Research & Development,8,4,Life Sciences,2774,Female,5,Sales Representative,Single,24500,0.0,12,1,11.0,2,10,1,0,3,3,3.0,4.0,1.0,247,10.108070175438598,10.083333333333334,0.31065764167150495,247,146,0.020080321285140562,0.05622489959839357,0.0,0.0,0.1839080459770115,0.0,0,0,7.393092592592593,0.9241365740740741,0,Proche (3-10km),>45,0,0,1
2774,30,No,1,Research & Development,9,3,Life Sciences,2775,Male,1,Manufacturing Director,Divorced,92500,1.0,12,3,11.0,0,11,2,7,3,3,3.0,2.0,2.0,233,8.085411301859798,8.086666666666666,0.28493996682923034,17,0,0.040160642570281124,0.11244979919678715,0.0,0.0,0.06513409961685823,0.0,0,0,10.108070175438598,1.2635087719298248,1,Proche (3-10km),26-35,1,0,0
2775,46,No,2,Research & Development,12,1,Medical,2776,Male,1,Laboratory Technician,Married,20740,2.0,15,1,21.0,3,10,9,5,3,3,3.0,1.0,2.0,244,9.029782559198543,9.02375,0.29328959793830045,234,0,0.024096385542168676,0.06827309236947791,0.0,0.0,0.1839080459770115,0.011494252873563218,0,0,8.085411301859798,1.0106764127324748,0,Loin (11-20km),>45,0,0,1
2776,32,No,1,Sales,15,3,Marketing,2777,Male,1,Research Scientist,Single,101690,1.0,14,0,12.0,6,11,5,7,2,3,2.0,3.0,3.0,235,7.266001182033096,7.288333333333333,0.31547894387729886,0,0,0.012048192771084338,0.10441767068273092,0.0,0.01606425702811245,0.0038314176245210726,0.007662835249042145,0,0,9.029782559198543,1.1287228198998178,1,Loin (11-20km),26-35,1,0,0
2777,54,No,1,Research & Development,25,1,Medical,2778,Female,1,Laboratory Technician,Married,48550,9.0,25,1,16.0,2,4,0,3,2,4,1.0,3.0,1.0,236,7.6289959981167605,7.643194444444445,0.28795670199619633,0,0,0.024096385542168676,0.10040160642570281,0.0,0.004016064257028112,0.02681992337164751,0.01532567049808429,0,0,7.266001182033096,0.908250147754137,0,Très loin (>20km),>45,0,0,1
2778,24,No,1,Sales,6,2,Marketing,2779,Male,2,Research Scientist,Married,40870,0.0,20,3,4.0,1,3,0,2,3,4,1.0,3.0,2.0,237,7.780240271917487,7.775555555555556,0.31154262308709624,3,0,0.008032128514056224,0.0963855421686747,0.0,0.0,0.038314176245210725,0.0038314176245210726,0,0,7.6289959981167605,0.9536244997645951,0,Proche (3-10km),<25,0,1,1
2779,28,No,0,Sales,9,4,Medical,2780,Male,2,Laboratory Technician,Married,23670,1.0,13,0,5.0,2,5,0,4,2,3,2.0,3.0,4.0,230,5.9836557971014495,5.995138888888889,0.28338365961404804,0,0,0.04417670682730924,0.12449799196787148,0.0,0.8232931726907631,0.0,0.0,0,0,7.780240271917487,0.9725300339896858,0,Proche (3-10km),26-35,0,1,1
2780,58,No,1,Research & Development,8,4,Life Sciences,2781,Male,2,Sales Executive,Single,29720,0.0,14,0,38.0,2,37,1,8,4,3,4.0,3.0,2.0,244,7.103534836065574,7.111805555555556,0.3006452772784792,0,0,0.028112449799196786,0.06827309236947791,0.0,0.07630522088353414,0.0038314176245210726,0.0,0,0,5.9836557971014495,0.7479569746376812,0,Proche (3-10km),>45,0,0,1
2781,44,No,0,Research & Development,23,2,Medical,2782,Female,1,Research Scientist,Married,195860,4.0,16,0,17.0,3,3,1,2,2,3,2.0,2.0,4.0,240,6.7090300925925925,6.696805555555556,0.30910634437796497,0,0,0.05220883534136546,0.08433734939759036,0.0,0.285140562248996,0.0,0.0038314176245210726,0,0,7.103534836065574,0.8879418545081967,0,Très loin (>20km),36-45,0,0,0
2782,37,Yes,1,Human Resources,9,3,Human Resources,2783,Male,2,Healthcare Representative,Divorced,54840,4.0,17,0,7.0,4,3,0,2,3,3,3.0,1.0,3.0,245,10.150894557823129,10.143055555555556,0.2831114048439845,245,170,0.008032128514056224,0.0642570281124498,0.0,0.0,0.1839080459770115,0.0,1,0,6.7090300925925925,0.8386287615740741,0,Proche (3-10km),36-45,0,0,0
2783,32,No,1,Human Resources,12,2,Human Resources,2784,Female,1,Sales Representative,Single,20610,1.0,15,1,1.0,2,1,0,0,2,3,4.0,1.0,3.0,229,7.9799502668607465,7.964166666666666,0.29729465904864644,13,0,0.0321285140562249,0.1285140562248996,0.0,0.0,0.08812260536398467,0.0038314176245210726,0,0,10.150894557823129,1.2688618197278911,1,Loin (11-20km),26-35,1,0,1
2784,20,Yes,2,Sales,4,4,Life Sciences,2785,Female,2,Healthcare Representative,Single,99240,1.0,22,0,1.0,3,1,1,0,3,4,4.0,4.0,3.0,233,10.725876251788268,10.720277777777778,0.30744582845233087,233,231,0.03614457831325301,0.11244979919678715,0.0,0.0,0.17624521072796934,0.007662835249042145,1,0,7.9799502668607465,0.9974937833575933,0,Proche (3-10km),<25,0,1,0
2785,34,No,1,Research & Development,1,4,Other,2786,Male,4,Laboratory Technician,Single,41980,1.0,22,1,16.0,2,16,2,10,2,4,1.0,3.0,3.0,243,7.589314128943759,7.583888888888889,0.273444577021405,0,0,0.024096385542168676,0.07228915662650602,0.0,0.008032128514056224,0.034482758620689655,0.007662835249042145,0,0,10.725876251788268,1.3407345314735335,1,Très proche (0-2km),26-35,1,0,1
2786,37,No,0,Sales,24,2,Life Sciences,2787,Male,1,Research Scientist,Divorced,68150,5.0,20,1,17.0,3,1,0,0,3,4,3.0,4.0,4.0,233,7.763286838340487,7.760833333333333,0.30069435843226044,2,0,0.020080321285140562,0.11244979919678715,0.0,0.0,0.04597701149425287,0.007662835249042145,0,0,7.589314128943759,0.9486642661179698,0,Très loin (>20km),36-45,0,0,0
2787,59,No,0,Research & Development,12,2,Life Sciences,2788,Male,2,Sales Executive,Married,47230,9.0,14,0,30.0,0,3,2,2,3,3,3.0,4.0,3.0,235,7.192599290780142,7.203333333333333,0.2863518508237959,0,0,0.028112449799196786,0.10441767068273092,0.0,0.04417670682730924,0.0,0.011494252873563218,0,0,7.763286838340487,0.9704108547925608,0,Loin (11-20km),>45,0,0,1
2788,50,No,2,Research & Development,3,4,Medical,2789,Male,4,Research Scientist,Married,61420,3.0,13,2,28.0,3,8,0,7,2,3,1.0,2.0,2.0,247,9.614590643274855,9.625833333333333,0.3024877932150059,247,29,0.03614457831325301,0.05622489959839357,0.0,0.0,0.1839080459770115,0.011494252873563218,0,0,7.192599290780142,0.8990749113475177,0,Proche (3-10km),>45,0,0,0
2789,25,Yes,1,Sales,10,1,Marketing,2790,Male,2,Research Director,Single,82370,1.0,13,0,6.0,6,6,0,3,2,3,3.0,3.0,3.0,238,8.532735760971056,8.504722222222224,0.30189903135383617,122,0,0.020080321285140562,0.09236947791164658,0.0,0.0,0.16091954022988506,0.0038314176245210726,1,0,9.614590643274855,1.201823830409357,1,Proche (3-10km),26-35,1,1,0
2790,25,No,1,Research & Development,26,3,Technical Degree,2791,Male,1,Laboratory Technician,Married,88530,1.0,22,1,2.0,3,2,2,1,3,4,4.0,4.0,3.0,230,7.701538647342994,7.697638888888889,0.30219675094717585,2,0,0.03614457831325301,0.12449799196787148,0.0,0.012048192771084338,0.03065134099616858,0.0038314176245210726,0,0,8.532735760971056,1.066591970121382,1,Très loin (>20km),26-35,0,1,0
2791,22,No,1,Research & Development,2,1,Life Sciences,2792,Male,1,Sales Representative,Single,193310,1.0,12,1,1.0,2,0,0,0,3,3,2.0,4.0,3.0,230,6.3118393719806765,6.336388888888889,0.32555726953483266,0,0,0.028112449799196786,0.12449799196787148,0.0,0.5903614457831325,0.0,0.007662835249042145,0,0,7.701538647342994,0.9626923309178742,0,Très proche (0-2km),<25,0,1,0
2792,51,No,2,Research & Development,1,3,Life Sciences,2793,Female,1,Sales Executive,Single,20730,3.0,14,1,23.0,4,13,12,8,3,3,1.0,1.0,2.0,242,7.474746326905417,7.472222222222222,0.30225369219413056,0,0,0.0321285140562249,0.07630522088353414,0.0,0.004016064257028112,0.011494252873563218,0.0,0,0,6.3118393719806765,0.7889799214975846,0,Très proche (0-2km),>45,0,0,1
2793,34,Yes,2,Human Resources,4,4,Life Sciences,2794,Female,5,Sales Executive,Single,55620,1.0,15,0,9.0,3,9,0,6,3,3,1.0,3.0,3.0,232,8.195805795019156,8.224166666666665,0.312044169564548,37,0,0.01606425702811245,0.11646586345381527,0.0,0.0,0.12643678160919541,0.007662835249042145,1,0,7.474746326905417,0.9343432908631771,0,Proche (3-10km),26-35,0,0,0
2794,54,No,0,Research & Development,9,3,Life Sciences,2795,Male,1,Laboratory Technician,Single,196130,2.0,17,0,23.0,5,5,4,4,3,3,4.0,4.0,3.0,233,8.075190748688604,8.086944444444445,0.2785411112184713,12,0,0.0321285140562249,0.11244979919678715,0.0,0.0,0.09961685823754789,0.0038314176245210726,0,0,8.195805795019156,1.0244757243773945,0,Proche (3-10km),>45,0,0,0
2795,24,No,1,Research & Development,2,1,Life Sciences,2796,Male,2,Laboratory Technician,Married,34070,0.0,13,1,6.0,4,5,1,2,3,3,2.0,3.0,3.0,231,6.530900673400674,6.5275,0.27579006113005,0,0,0.01606425702811245,0.12048192771084337,0.0,0.46987951807228917,0.0,0.0038314176245210726,0,0,8.075190748688604,1.0093988435860755,0,Très proche (0-2km),<25,0,1,1
2796,34,No,1,Sales,4,3,Marketing,2797,Female,2,Sales Representative,Divorced,50630,6.0,12,1,12.0,2,1,0,0,3,3,3.0,2.0,3.0,227,6.0196475770925115,6.010277777777778,0.3037285475674406,0,0,0.04417670682730924,0.13654618473895583,0.0,0.8112449799196787,0.0,0.011494252873563218,0,0,6.530900673400674,0.8163625841750842,0,Proche (3-10km),26-35,0,0,0
2797,37,No,1,Sales,6,1,Technical Degree,2798,Male,1,Laboratory Technician,Single,46390,2.0,12,2,12.0,3,5,1,3,3,3,3.0,4.0,3.0,229,6.219499029597283,6.224444444444444,0.3113071505787117,0,0,0.020080321285140562,0.1285140562248996,0.0,0.7028112449799196,0.0,0.0,0,0,6.0196475770925115,0.7524559471365639,0,Proche (3-10km),36-45,0,0,1
2798,34,No,1,Sales,9,2,Medical,2799,Male,2,Healthcare Representative,Single,48760,2.0,21,1,14.0,3,11,5,8,3,4,3.0,1.0,3.0,229,7.892017224648229,7.890833333333333,0.3030468899680639,8,0,0.028112449799196786,0.1285140562248996,0.0,0.0,0.06130268199233716,0.011494252873563218,0,0,6.219499029597283,0.7774373786996603,0,Proche (3-10km),26-35,0,0,1
2799,36,No,2,Human Resources,7,3,Medical,2800,Male,1,Research Scientist,Married,26900,0.0,11,0,10.0,1,9,2,8,3,3,2.0,4.0,3.0,245,8.026875283446712,7.998611111111111,0.309133758669555,14,0,0.028112449799196786,0.0642570281124498,0.0,0.0,0.08812260536398467,0.007662835249042145,0,0,7.892017224648229,0.9865021530810286,0,Proche (3-10km),36-45,0,0,1
2800,36,No,1,Research & Development,1,3,Medical,2801,Female,2,Manufacturing Director,Divorced,175670,5.0,13,0,7.0,6,1,0,0,3,3,1.0,4.0,3.0,232,7.506159003831419,7.520416666666666,0.2851107768283792,0,0,0.0642570281124498,0.11646586345381527,0.0,0.0,0.01532567049808429,0.007662835249042145,0,0,8.026875283446712,1.003359410430839,0,Très proche (0-2km),36-45,0,0,0
2801,43,No,2,Research & Development,3,4,Life Sciences,2802,Male,1,Sales Executive,Married,24080,1.0,12,1,25.0,3,25,4,12,3,3,3.0,4.0,4.0,244,8.667025273224043,8.674166666666666,0.3065393659879111,170,0,0.04417670682730924,0.06827309236947791,0.0,0.0,0.1724137931034483,0.007662835249042145,0,0,7.506159003831419,0.9382698754789274,0,Proche (3-10km),36-45,0,0,1
2802,30,No,2,Research & Development,10,3,Life Sciences,2803,Female,3,Healthcare Representative,Divorced,28140,1.0,24,0,10.0,2,10,0,9,3,4,1.0,3.0,2.0,237,7.911322081575246,7.917777777777777,0.3090772608402793,8,0,0.020080321285140562,0.0963855421686747,0.0,0.0,0.05747126436781609,0.007662835249042145,0,0,8.667025273224043,1.0833781591530054,1,Proche (3-10km),26-35,0,0,1
2803,33,No,0,Sales,7,3,Life Sciences,2804,Male,2,Sales Executive,Married,112450,0.0,21,0,8.0,3,7,0,7,3,4,3.0,2.0,4.0,231,6.736566859066859,6.739722222222222,0.2811101499247767,0,0,0.028112449799196786,0.12048192771084337,0.0,0.26907630522088355,0.0,0.011494252873563218,0,0,7.911322081575246,0.9889152601969058,0,Proche (3-10km),26-35,0,0,0
2804,56,Yes,1,Research & Development,15,3,Life Sciences,2805,Male,2,Laboratory Technician,Married,33120,9.0,19,0,7.0,1,5,4,3,1,3,2.0,2.0,3.0,236,9.003661723163841,9.016111111111112,0.3078324244428585,225,0,0.05220883534136546,0.10040160642570281,0.0,0.0,0.1724137931034483,0.011494252873563218,1,0,6.736566859066859,0.8420708573833574,0,Loin (11-20km),>45,0,0,1
2805,51,No,1,Research & Development,3,2,Other,2806,Female,2,Sales Representative,Single,190490,7.0,14,1,23.0,2,20,15,15,3,3,1.0,3.0,3.0,236,6.718495762711864,6.710555555555556,0.2904666302911155,0,0,0.03614457831325301,0.10040160642570281,0.0,0.27309236947791166,0.0,0.0038314176245210726,0,0,9.003661723163841,1.1254577153954801,1,Proche (3-10km),>45,1,0,0
